111_010111010010 000_011101011110 000_010110100100 000_110010100000
000_101111101111 111_001110111001 000_010000011101 111_101010011111
111_100100011010 111_001000100110 000_011001100111 000_000101000110
111_011010111101 111_101000011100 111_110100111010 000_000101111110
111_100000011100 111_001001011010 000_111101001001 000_100010001101

111_011110101011 000_011010010110 000_010001100000 111_110101111001
111_101111110000 111_011101110111 000_100000001101 111_110011010000
111_011110110110 111_111000101001 000_001001001110 000_001111110111
000_010011101011 111_000110000000 000_010001111000 111_011100001011

000_111000011111 111_010010011011 111_101010010111 111_000001110111
000_100000011011 111_100111000010 111_101111011011 000_011001000110
001_000000000000 000_001010110111 000_000100000110 000_011011111010
111_000110110111 111_111110110111 111_101010100011 111_000111000100

000_111101100110 000_000001100110 111_110111101000 000_001001010011
111_111111110001 000_111111100000 000_001111111001 111_001010111001
000_100010111000 111_101000110011 000_010010010111 111_000000101110
000_110011111010 000_110100101011 000_100111110001 000_000101100110

000_110010010001 000_101101011011 111_100111110101 000_110110111010
111_011110101001 111_100000100101 000_001100111100 000_101110001110
000_011000100011 000_011010111001 111_000010011001 000_011100110101
000_010101110000 111_110010011011 111_001000001100 111_110100001001

000_010000101110 111_010111111101 111_111100010100 000_000010101000
111_001100101010 000_110111101010 111_011011101010 111_100010000010
111_100101000001 111_101110001101 000_101100011110 000_010000111010
000_101010010010 111_011010110100 111_010001011111 111_011011101000

000_001110011011 111_111100110111 111_001101100100 000_000000101010
000_010111001011 111_100100111010 000_111110101101 000_010111110000
111_111011111111 111_100111110000 000_011010000010 000_100100101001
111_110100110001 111_100111010111 111_000111011101 000_100010101111

000_011001010100 111_000010100100 000_010001000011 111_010000011001
111_110110010110 111_000001001110 111_000100011111 000_001001001111
111_101110111011 000_110000110001 111_110100011000 111_001111000001
000_111010110101 111_100000011111 000_011011110110 000_101101101000

000_011111100110 111_001101100111 111_111010101001 000_000100000000
111_001001000011 000_011100011100 111_110000111000 000_010010110010
111_100001111101 111_110100100110 111_111010111111 111_000110110101
111_111110001001 000_000101001001 000_100001000101 000_100110101010

000_100000100101 000_111010101000 111_010110111011 000_100101011111
000_000001100010 111_100111001000 111_000000000101 111_000101111010
111_000111010100 000_111101101100 000_000110011011 000_010001011111
000_011011100111 111_010100110011 111_000011101001 000_100110011000

111_011000110000 111_011101011111 000_001101100001 111_100111000001
000_100110011010 000_010111111000 000_010100101111 000_110101101001
000_111100010010 000_110001001100 000_001011000010 111_101001100111
111_000100001001 111_010001000000 000_010000010111 111_001111111111

000_110001001000 111_101000010001 000_101001000000 000_111000111110
111_100111110000 000_001011011010 000_001011110101 000_011000011000
111_101000101010 111_001000110000 111_111000000000 000_001010001010
111_000011010111 111_111111111010 000_110010011001 111_001001001110

111_001010001011 000_100000110011 000_110010001100 111_101000011000
000_010011010011 111_001000011111 111_011101000011 111_110010011010
000_000110001001 000_111011010010 000_011111110000 111_111111000111
000_010000011100 000_100101001010 000_001010101011 111_101000100100

000_000001100010 111_101111100011 000_010111001111 000_010111000010
000_010011111001 111_100010000011 000_001101000011 111_010110111011
000_001101001110 000_111100001001 111_010111000110 000_010001101100
000_101100010011 111_010010101011 111_010011111101 000_000111010110

000_111110101001 111_000000100011 000_101001000001 000_100000010111
000_010010111001 000_100010111110 000_011010110001 111_111111110100
000_110000100001 000_010110010101 000_101100001100 000_001000100010
111_110001010111 000_010000010010 111_100111010110 000_100010101011

000_110100111110 111_010100000110 000_111000101010 000_101110011101
000_010000011100 000_000000001101 000_010000000010 111_111010100101
000_110001101001 000_100010111000 111_100001101100 111_100000010000
111_101001010001 000_010111101000 111_110001000000 000_110000100100

000_111101000001 000_110000101101 000_110101011001 111_000110111011
111_100011000111 111_110110001000 111_110100100110 000_011001011110
111_010011010010 111_110100001010 111_100001001111 000_110110101110
000_101000110110 000_110101010000 000_100100110101 000_101101100010

000_100000101011 111_100100100110 111_111011111011 111_111001100111
000_110010101000 000_010111011001 111_011111001000 000_001011011011
111_110100111001 000_110001110100 000_111100110000 111_001010011000
000_111100101001 000_011101010101 000_110011010000 111_010110110101

000_010000110111 000_101111100001 111_001110011011 111_110110000000
000_110101001001 000_001000110111 111_011011001000 000_000101010001
111_110000111000 000_001100001101 111_100010000111 111_101101000111
000_010101011100 111_001001011001 000_011010001000 000_001010111100

111_001110101011 111_000111111011 000_000000010101 111_101001100101
000_100101000111 000_111011011100 111_000101011101 111_000101110101
000_110110010101 111_101000001010 000_101100100011 000_101001000101
000_101101000000 111_101011110100 000_110000001011 111_111011101010

000_111111010100 000_011100011101 111_000101011011 111_010100101111
111_101110011111 111_011111000011 000_000001110101 111_010110001100
111_001110001100 000_110111111110 111_100110011100 111_011101000100
111_101100111010 111_101000010011 000_011100101000 111_111111110001

000_101101010001 000_011101111110 111_010010010100 111_101001010000
111_101101000110 111_100101010101 111_000100000111 000_001011001110
000_110000000010 111_100111000100 000_110010100111 000_111001110000
000_001001111001 000_101000000111 000_111001111001 111_111011000111

000_100110111011 111_110010000000 111_011111000111 111_100110000100
000_010100011000 111_110001000000 111_000001001100 000_001111010111
000_100110110111 000_101000010011 111_010010011110 000_111011110100
000_000010000001 111_100100111011 111_001011111000 111_101001001011

000_111110011100 111_100001111000 111_100011001010 111_011111110001
111_010110011001 111_011001000111 000_010110000000 000_010001011011
111_010111111011 000_100010010100 111_100001110000 111_100101101101
111_011110110010 000_111110011100 111_110001011011 000_110101111001

111_101110011101 111_001111100010 111_011110000000 111_001010111101
111_001000001101 000_011000100000 111_011001111011 111_101100000101
111_001011100111 111_111010101100 000_001010001000 111_110011010111
111_010011100101 000_010001010110 000_001100001100 111_010011101111

000_001110000010 111_110011001011 111_101011000010 000_001010100000
000_100101001110 111_000100110111 000_110000110101 111_110001100010
111_010111110110 111_111001101001 111_001100000100 111_111000111110
111_100000011010 111_111010111100 000_100000100110 111_011010111111

000_101011111000 000_101110001100 111_011001100111 000_000100010000
111_010010011000 111_100000000001 111_110011010101 000_110100100111
000_111011100011 111_101100100010 000_100000111001 111_110001100110
111_010111001101 111_001110011000 000_011000001100 111_100100010000

000_011111000100 000_011010111100 000_110101101100 000_010010101110
111_110100001110 111_001110101010 000_101111111001 111_000001001110
111_101111000100 111_101110111010 111_001100111001 111_011110111101
000_100100001010 111_111011000010 111_101010010110 000_011111010010

111_011101101110 111_111010100111 000_101001111011 111_000110000101
000_000110010100 000_111010100100 111_101010100011 000_010000100010
111_001101100011 000_101100011011 000_010101011111 111_100111101011
000_001101010000 111_011111010001 000_111101001001 000_000111001111

000_110001000011 000_110000110101 111_101001010001 111_100110110011
000_110111100111 000_011011101111 111_111110111110 111_000100110010
111_100000001110 111_111001111001 000_010000100111 111_111010111011
000_011000000000 111_111100010100 000_100111101010 111_010011101101

000_001001111001 000_001000010100 111_000100000010 000_111010100001
000_010111100101 000_010100111101 111_111111100110 000_001000101001
000_100100011001 000_000000111001 111_110011000001 111_000011110010
000_000100111100 111_111100001111 111_101010001110 111_000101111111

000_100000110001 000_001110110000 111_100001101111 000_100101111111
000_000111000010 000_101110111001 000_110000101100 000_010111000100
000_100000011010 111_001100000110 111_000110001001 111_110001011110
111_011001110100 111_111111000010 111_000110110000 000_100111010111

000_011111001010 111_100011101101 111_001010110001 111_101111000010
111_101110010110 000_010111101100 000_101100100111 000_011011101011
000_010011100100 000_110000101111 000_000110010000 000_101000111101
111_111110001010 000_000100111110 111_111010100001 000_110011100101

111_101010111101 111_010111100000 111_111111001111 111_010101101110
000_110101101110 000_100110101110 111_000010101001 111_101111100000
000_001001011011 111_100011000111 111_001111100110 111_010011011101
000_011100101111 000_101101010001 111_100100011100 000_110010111000

000_101000101000 000_110110100100 111_011100010011 000_111100101011
111_001111000101 000_110101101101 111_110100010110 111_001001111110
000_010011110110 111_001001110010 111_001011011000 111_110101010100
111_110101001111 000_010100100010 111_011100011011 111_000110000110

111_110111111110 111_101110001101 000_010000101110 111_110010010110
111_000010011000 000_011111000001 000_000110110010 000_101001100100
000_010011010101 000_000010101000 000_011010111110 000_101001110101
111_011111110100 111_110001110010 000_100111110000 111_101111100101

111_000001000000 111_110000000110 000_001111101001 000_011000101111
000_000011000010 000_101101011100 000_110011010111 111_110011100110
000_010100011001 111_110011011101 111_100011111111 000_010110001110
111_100101000011 000_101100101101 000_100011001011 000_101101111110

111_101011011010 000_100001111011 000_001011111010 111_101111011000
111_111010011000 111_100111000000 000_001100011111 000_011101010001
000_000001111001 000_110010111100 000_110011111110 111_000001000101
111_001110011110 000_101110100011 000_110001110011 111_110011101011

000_010000110011 111_011010010011 000_011010101110 111_000110100000
000_100110000111 111_011110101110 000_001111011000 111_100010000011
111_101001011000 000_101111001101 111_100101010111 111_011000001010
111_000111011100 000_110100011001 000_001100011011 000_101011110101

111_000111000100 000_111010101001 000_010001000111 111_110011111110
000_110000000011 111_111010111001 111_111000101100 000_100010111100
111_000101110011 111_111100110001 000_010010100001 000_011110001000
000_011000001000 000_101111110101 000_111110001011 000_000100011000

000_101011110010 111_001001011101 111_110000000000 000_101011001011
111_101010010110 000_001000111010 111_111100001001 111_000000101111
111_000000110110 000_100011011110 000_010100000011 111_010001010101
111_000100000101 000_010110101010 111_111101110001 000_001110010100

000_011100111010 111_000101100010 111_100011110110 000_101100000101
000_110101001110 111_101001000101 000_011110011000 000_000111000110
111_000010000011 000_011010010011 111_000101101101 000_110101100001
111_010100100011 111_011100101110 000_010010010011 000_010001011001

000_101000000010 000_000010110101 111_001011001011 111_110110011100
000_101100101111 000_000010100100 000_111101010101 111_111000111000
000_010011001000 000_001101110010 111_110001000011 111_101100110110
000_111101011101 111_010110110111 111_101110101110 000_101010010110

111_101110110001 111_101011110010 111_111100000001 111_100000000001
000_001110111110 111_111000100110 111_000101111011 111_010111010001
000_101011111110 000_011000101110 111_111001010101 111_010110010110
000_111001011111 000_000010000111 000_100000111001 111_000110011100

000_111010110110 111_001011110001 000_111001011010 000_100101001011
000_011010011111 111_011111101011 000_101001101110 000_100001000000
111_001110010100 111_011100110001 000_110010000111 111_101110110110
111_111010100011 000_011001101010 000_101100111101 111_010101100011

111_101011111011 000_101101110001 000_111000101001 111_111000111100
000_011001010101 000_100101010000 111_001100010101 000_111111111001
111_111000100011 000_110111100011 000_111100101110 000_100111001011
111_001100010100 000_001011011011 000_100000100011 111_111101011000

111_100001011010 111_101010110111 111_100100010001 000_001111100000
000_011100001110 111_100001000101 111_111111011100 000_001110110010
000_110000100000 000_110101110100 000_110110101101 000_111001000100
000_100100100110 000_111100001010 000_011111101111 000_111000100100

000_011111001001 111_110000111011 111_101001100010 111_110000011000
111_010110001111 111_101100010000 000_001100000011 111_101000100001
111_111111011110 000_110111110101 000_011001000100 000_101001101001
111_100010010010 111_111110001110 000_110110100000 111_000101110111

000_001110101111 111_000111101100 111_010110010110 000_001011011101
000_101000010101 000_001111010011 000_000111110011 111_011100011000
000_100101001000 000_000100101010 111_001110010110 111_000001010110
000_111100010000 000_000000101010 111_110100001010 111_010100111100

111_010100010011 000_111101010100 000_010001111010 111_110000111100
111_000110110111 111_101011111101 111_110101110100 111_101110011001
000_001000011001 111_001000110011 111_010001110011 111_001101111111
111_101001101110 111_110000000001 111_100101001000 111_011111100010

111_011011011101 111_010101010110 111_110100010010 111_111010011011
000_110110111001 111_000000111000 111_110101001111 000_100100011010
111_110110001100 111_010101111011 000_100010011010 000_110101111010
000_001110101010 000_011011010101 000_111110100101 000_100011000010

000_101010110100 111_010100001011 000_111010000001 111_111000001011
000_000001100011 000_001001010001 000_100110010100 000_101101110110
000_000110111110 000_010000110111 000_011000100000 111_011100010001
111_101000010100 111_110110010100 000_010010000100 111_111001110000

111_000010101000 111_111111111111 000_010100101111 000_000001010100
111_110011101011 000_010011001100 111_000100010100 000_010111000111
000_101111110100 111_010111100110 111_110000000000 111_110010110001
111_100101100010 000_110110000000 000_011010000100 000_010111010101

000_110101110100 000_111010011001 000_111000100110 111_100010100010
000_010010101000 000_101100001110 111_100110111000 111_100011001100
000_111001011110 111_011110001000 111_101111101010 000_000110001010
000_100100000110 000_111010000101 000_000000000011 111_100001000111

111_010011111101 000_011100111101 111_110000111001 111_100000010101
000_010011010110 111_011000011010 000_100000110001 111_101101010011
111_100001000011 111_010100100001 111_100110111001 111_000010000010
000_101101110001 000_110111101110 111_011000111010 000_011100111110

000_111111111011 000_000110110111 111_111101111011 111_110011100111
000_011011000000 111_111011001001 000_110100011110 000_011001100110
111_101011011011 000_110001001000 000_100001011100 000_001001110011
000_000101101000 000_111101001101 111_001000011110 111_010011010001

111_101010110110 000_000101010011 000_101011100110 000_110110001001
111_000110111110 000_000011101000 000_000110100000 000_111011100111
111_111011101001 000_011011101001 000_000101110011 000_001010010000
111_110001000011 000_011101111011 000_111000101001 111_100000000101

000_001100001111 000_100100111110 000_001011100101 000_000111111100
000_001100000000 111_100111000011 000_100000101110 111_000110001010
000_100010111001 000_000000101001 000_111010110100 111_010001000111
000_100100110100 111_010000101111 000_110111011100 000_111110100101

000_001011100111 000_010101111111 111_100100101001 111_100010110111
000_010111001101 000_010101001011 000_101011101101 000_011110001111
000_100001000000 000_100100100110 000_100100100010 000_100110011001
000_000110010001 111_110011110000 111_111010111000 000_111010000010

111_000100110110 000_110001111111 111_111110111001 111_001010100110
111_011010010001 000_000101000011 000_000011011010 000_111100111111
111_000010110110 111_001010111011 111_001111111010 111_100101100001
111_111111011111 111_100111110100 111_010000000110 111_000100100011

000_000100011111 111_111111111010 111_111101001010 111_110110001111
111_000100000010 111_011101001001 111_110011000101 111_100111100001
111_001101111111 111_011101000011 111_100010100000 000_011000000001
000_001011011111 000_001000101101 111_001011011001 111_111100110100

000_110101000000 000_110111001001 000_101010011010 000_100001110101
111_101001100010 000_110101001111 111_001111111100 111_100010110100
111_101000100111 111_001111000101 111_001100001000 111_100111110101
000_100001011010 000_110110011000 111_100000011101 000_111110111011

000_101110001001 000_011011010010 000_110111101110 000_011001110111
111_110000100111 000_101010101001 000_011110010001 000_101000001011
111_010110010010 000_011010011000 000_100111111001 111_110011111000
111_111110010100 111_010001001000 000_010101110111 111_011101110000

111_010111001010 000_100011000000 111_101101010010 111_010001100000
000_010011010111 000_111100010100 000_000101100001 111_110111011011
111_100111011100 111_010001001111 111_000011111101 111_100110100110
111_011111011010 111_111110101000 111_001110010001 111_001001100001

111_100101110101 111_000000010100 111_100011101011 000_001111011011
000_100101010100 111_010111110100 111_000000111001 111_000100011111
111_110101010110 111_101110001011 000_111011110110 111_110001101110
000_101101111101 000_111110011010 000_100100111100 111_000111011001

000_111110111011 111_101001011101 000_010001100101 111_000111000011
000_011111010111 000_111000100100 000_110100100110 000_110111111100
111_101100001010 111_100010101001 111_000111000011 111_011001101111
000_100011110100 111_011100000110 111_001011101100 000_110111110111

000_111111001110 000_111010100110 111_011111111100 111_110010101000
000_011010111010 111_010101011111 000_011010111001 111_101110000100
000_100001000001 111_110111111000 111_111101011010 000_010000011010
111_110100001000 000_011101001111 111_100110001101 111_100001111111

111_011100011011 111_011100000101 111_101000100010 111_110101100100
000_110010011111 111_101001010101 000_010100110001 000_001011110010
111_000011111000 000_000111011101 000_110110010111 111_101011101011
000_110100001011 111_100010111110 111_100101101000 000_100110111101

000_000100001000 000_101001011010 111_000110010000 000_100110000001
111_101001010000 111_000010110110 000_001110000111 111_111000001001
000_110110111011 111_100000111010 000_110100111101 111_010111101111
000_001111100111 111_101110110000 111_101100110011 111_011011000110

111_100101001001 000_010110101110 111_101101000001 111_010110110110
111_011101011101 000_110000100010 000_000101011001 000_011111110101
000_110001111110 000_100110110110 111_110101100100 000_000111010100
000_010111001010 111_010001011010 111_110000010100 000_110101101111

111_000000010111 000_000011011011 000_011011000101 000_100000000110
000_010100110011 111_101100010100 000_110001101101 000_110111111000
111_110101101011 000_001011111110 000_001110010110 000_001001100010
111_111010001011 111_100000011001 000_011011100100 111_110111100110

000_110001101001 111_000010000001 111_000111110010 111_001001101110
111_110000110110 111_111110100100 111_101011110100 111_001101110000
000_101000000111 111_001001111001 000_110110110001 000_100101011100
000_110011000001 111_001010011000 000_001100010010 111_110010111100

111_010011011001 111_010000001110 000_101101001111 111_010001011110
000_101111011111 111_110100011100 000_100010011011 111_101110010001
111_011011101101 111_010100101011 000_100011101111 000_110111100001
000_000100110000 111_010001110100 000_011110110100 000_000100111101

000_111110001001 111_100111100001 111_011100100001 000_001011110001
000_000011011000 000_010111110011 000_100010100011 000_101101101000
000_100111101111 111_110011110101 111_011100001001 000_011001010101
000_100001111000 111_000111101100 000_110010111111 000_110110010101

111_101111000011 000_011000010101 111_010110010010 000_110110010110
111_010010010110 000_100111010100 000_000010000110 111_001000000101
000_111110010010 111_010001011011 111_111001011111 000_111000110111
111_011110100001 000_101101110001 000_010001110000 111_111110010101

000_110110111100 111_000100110011 111_111111101100 111_011110000001
111_000011000110 111_100010100010 000_101101001101 111_101111011101
111_010111000101 111_000000111110 111_011101000100 111_110001001011
000_101101111010 000_000001110100 111_011001011111 111_100011011011

111_111110101111 111_110001101101 000_100001110000 111_111110110011
000_110111111011 000_000101011110 000_110000000000 000_011100101001
000_000011000011 111_100001110110 111_011101111010 000_010100010100
111_010111000111 000_111010011001 000_001111010010 000_111100111011

000_111110001110 111_111010000110 111_110110100000 000_111101101001
000_010111001101 000_111001111111 000_011111101000 111_011100101101
000_111011011101 111_011111111100 111_111111100001 000_111110011101
111_111001011101 111_111011110000 111_111000100100 000_010001110110

000_110100110000 111_001010110010 111_001100110101 000_010101011011
111_000011011111 111_101000010101 000_011100101111 111_111100001010
111_011100010100 111_111011011011 000_001001101000 000_110111101001
111_110110000110 000_101000010001 000_110001101011 000_100010001111

111_001101000001 111_010011000110 000_100010000111 111_001001100100
111_101011100010 000_011111011010 000_100011011101 111_110100010110
111_011100100001 111_111110001101 000_100101100110 111_100001000101
111_001101101110 111_100100010101 111_101000010110 111_001000110010

111_100111101110 111_010000101111 000_100110111111 000_111011101000
111_100110110010 000_000110001010 111_110000010011 000_001111111011
111_001101001110 000_001010100001 000_110101011010 111_111011010100
111_001000001100 111_001000011001 000_110101010000 111_011100010111

000_011000100001 000_011001110111 000_011110110011 000_011010001010
000_000101101010 111_000010001100 111_111001101100 111_001001111001
000_111010101101 000_101111010111 000_111111011011 000_010100110101
000_101001011001 111_000111001000 111_011111101001 000_111011100100

000_011011011010 000_011000010101 111_010111101001 000_100110110100
111_011000010101 111_111100110100 111_001011101100 111_010010100101
000_001011100100 000_000110001101 000_000000010011 000_001110000001
111_011101110001 111_111000011011 000_000110101111 000_011000101111

000_100111100000 000_100010001111 000_110001011110 000_101010010101
000_101011110001 111_110100001100 000_011110001101 111_001110100110
111_001101100010 000_100101001111 111_000000010010 111_111100110110
111_110101100110 111_001001101000 111_010101111110 000_000001111000

111_101101101111 000_000001100000 000_000010000011 000_101011101001
111_000111010000 000_100010100000 111_110000110000 111_111011010011
111_011001100011 000_000001011010 111_100001111000 111_011111110111
000_011000100100 000_110000101000 000_010110000011 111_101101111001

000_001011011101 000_010111001111 111_101010101110 000_010110100100
000_101100101100 000_101111110110 000_011010100000 000_110001110100
000_110100101001 000_010011000001 000_010110100100 111_011011010011
000_010001101011 000_100000000110 000_010010010010 111_100011001010

111_001111111010 111_111011001000 111_111000111010 111_000100100110
111_011011111011 000_110010100100 111_111111110000 000_011010110111
000_101011001000 000_000101001010 111_010100000001 111_111110010110
000_000010011100 111_010001001110 111_000100001010 000_010000110100

111_000110110101 111_101011100100 111_111110010110 000_110111100001
111_010111011101 111_111001111111 000_100101010010 000_001000010101
111_100011111010 111_010100110100 000_010000100100 000_110010101011
000_100101010100 000_011001000010 111_010010011100 000_101100110100

111_111101001111 000_000011000101 000_010001100101 111_101100000111
111_101010100101 111_001011100101 000_111001100100 000_110110100001
000_000110000111 000_111000111011 111_100000001000 111_110111110101
000_000100011011 111_101101001101 000_110110000111 111_001000111110

111_011100001110 111_101000001111 000_011110101011 000_011100010111
111_010010111001 111_001101100001 000_111111101001 111_101010100001
000_111000000101 111_100001100011 000_111010010010 111_100000010110
111_000001000111 000_010011000001 111_110111001101 111_011111011101

111_111111010010 000_001010011001 000_000000110100 111_101000000110
111_011101001011 111_101100010111 111_010111001100 111_010000110110
000_111111010111 000_101011010000 000_110011100110 111_110110111110
000_100010000110 111_110010010010 111_000101100001 000_101111101010

000_111001100000 111_011011110000 000_010001110110 111_110000111110
111_000101111000 000_010011100110 000_111110010000 111_011000100000
111_010011101001 111_000011101011 111_000011001110 111_011011001101
111_000001100001 000_101111000111 000_111101011000 111_011011001010

000_100001011011 000_011001001101 000_100001010010 000_001110110000
000_011101111010 000_101100101000 111_111101000011 111_110100010000
000_011101110000 111_111010000101 111_110101110001 000_111000100010
111_110110010010 000_101111000001 111_100000001111 111_011011001111

111_101011100111 111_000111001011 111_011111001001 111_100100010000
000_111100011111 111_110010001011 000_101011011100 000_110000101001
000_111000111001 111_001010011000 000_111100010100 000_010101110000
000_000111100111 111_001011000101 000_111001110000 000_111000110110

000_110000001011 000_101100011010 111_001011101000 111_101100111100
000_010011000010 000_000111101110 000_001101011100 000_100010110010
111_100011000011 111_101101001001 111_011101110110 111_001100001100
000_111110011010 000_101100111111 111_001100011110 000_000100011001

000_110010011010 111_101111101000 000_000100101001 111_010100010111
000_011100000101 111_000010010000 000_101100010100 000_111011110100
000_010000110111 000_010011101000 111_010101010010 000_110010001011
111_001011111000 000_001001011011 111_011010101011 000_100011010100

111_011010011001 000_110011110110 111_011010011101 000_100000010101
111_000001001100 111_100000111011 111_010111011000 111_001110000010
000_000000110110 111_011110000001 000_001101000101 000_011101011011
111_101111010100 111_101001110110 111_100111110011 000_101100000100

111_001001010001 111_110101100010 000_101000111011 000_011110100010
000_100101011111 111_010110000110 000_100001001100 000_010101001111
000_011011000111 000_011000100011 000_000001001111 111_111010101001
111_000000000011 000_111000111001 111_110100010111 111_011000110000

000_001010101010 000_011100111101 000_010010010001 000_000011100000
111_110010011010 000_100000100011 000_000001110000 111_111011000010
111_111011110001 000_111101100010 000_111000101100 111_111111011011
111_000000001111 000_110010101001 000_110010101100 111_101001110001

000_100000000011 000_010110000000 000_110000110110 000_000100101100
111_001100100110 000_110010010011 000_010111100101 111_011001010100
000_001010110110 111_010111001000 111_010011110011 000_111101100010
000_100011100100 000_110001110000 000_010011111001 000_111110100110

000_010011110111 111_010001100001 000_101111001000 000_110000001011
000_010010000011 111_100111110000 000_110111000001 000_101011000111
000_111101111010 111_101011100110 111_010010001011 111_010001011101
111_100110100001 000_000010010000 000_000000001111 000_010011100110

111_011011110110 000_010010110001 000_101011001011 000_011000000000
000_101101110100 111_110010011101 000_101001111111 000_001000111101
000_001100101111 111_001010100100 111_000111001001 111_100001000010
000_011100010010 000_001001110100 111_010110111111 111_001101101001

000_111001101101 000_011001000011 111_101001010100 000_001101000010
111_110101001001 111_101010101001 111_111011101111 000_111011001100
111_100111111101 000_110000001000 111_110000010010 111_011101001110
111_101101000011 000_100110111011 000_010100111001 000_001001110010

111_000001100010 000_110101000011 000_010000000101 111_001111111100
111_000001110101 000_100010101101 111_110010100101 000_000010101010
000_101101110110 111_111001111001 111_111111111001 111_110110100011
111_100110011010 111_101111110100 111_010000111100 000_001110010110

000_101001011100 111_010101101111 111_000000001011 000_011101100100
000_110100000110 111_100101111101 000_111101101101 000_010100010010
000_111100110011 111_001111100000 111_010000011100 111_111111010010
000_000000001010 111_010101101100 111_000111011100 111_010111000100

111_010110010001 000_101111011011 000_001011001111 000_010111101111
000_000011010001 111_111100110101 111_101100111111 111_100001100000
111_100011001100 000_001110011001 111_011011101000 111_010000101111
111_110101110111 000_010010110110 000_001111001011 000_011000000111

111_001101111010 111_111010100101 000_101110000011 111_010000010100
111_001011000101 000_100100101010 111_100110001101 111_111001001100
111_111011110011 111_111011000000 000_000000110110 000_110000101101
000_000010010000 000_011111000101 111_101110110110 000_011100011100

000_110111111001 000_100100000000 000_100111011001 111_001101011001
000_011110100011 111_101000111100 111_001010001010 111_111101101100
111_001010000111 000_101101101101 111_110000011110 111_110010110101
000_110001011000 111_001111110010 111_100101100111 111_100011001001

111_010000001100 111_001110111001 111_101111000010 000_000111100000
111_011101001100 111_000110111101 111_011101111000 111_111100101101
000_110111010000 000_010110011010 000_010111001110 111_110011001001
111_101011110010 111_101011110110 111_000110100111 111_010000111000

111_000111000111 111_000101001101 000_111110110001 000_011000101011
000_100111011101 111_100000011001 111_010001101110 000_100011011001
111_101010110101 000_100000110011 000_010100100000 000_000010000001
000_101000000001 000_000111110001 111_010010110001 000_110111000100

000_111111011010 000_001101100101 111_101010001100 000_100011111011
000_000101010000 000_111001011001 111_011101010011 000_000011001000
111_110000011100 111_100110001111 000_100010010101 111_010110101100
111_101011100011 000_000111111001 111_111011001111 000_101100101110

111_111100110100 111_011001001100 000_010110000111 000_001110111011
111_000011011011 000_100000101100 111_110101100011 111_110100100101
000_011000011001 000_100001010100 111_100011000011 000_111011000011
111_010000101001 111_110011100010 000_111011110001 000_010000010001

111_101110001100 111_011111001001 111_101001101001 000_111000000010
000_000001011010 000_100001110001 000_000010001111 111_011010101001
111_011000111000 000_000110100011 000_100100101011 111_011001110001
111_110001101001 111_101010010110 111_100011110011 000_101011001011

000_111000111110 000_101110010000 000_001100010101 111_001000110110
000_011001000011 111_100111011011 000_000011101101 000_001011000101
111_010111110110 000_011100010110 111_001101111101 000_100001011010
000_100101110010 000_010010011001 000_010011000000 111_011011111011

000_000111011001 000_010100111010 000_011010111111 111_110110101010
111_010010111101 000_110011000111 111_000100001010 000_110101011111
111_111000110001 111_010001111101 111_011010000100 000_101000000101
000_011000100110 000_011010000010 111_100010011010 111_001000001000

000_110101000110 111_110011101011 111_100100111011 000_110111001111
000_011001111101 111_010111010000 111_111000011011 000_010010010011
111_001111001100 111_111011001000 111_101010101011 000_011110000001
111_101010001110 111_101001110110 000_101001100110 000_111110001101

000_000101101101 000_011101100001 111_001010010001 111_101010011110
000_100001110001 000_100001101111 111_001011111001 111_110110110011
000_000000010110 111_010111100010 111_001011000011 000_011100001111
000_001110011000 000_111000101110 111_001001011101 111_011010111111

111_110010011000 000_010101111000 111_100001000011 000_000001110111
111_110011101010 111_000111100110 111_011111101101 000_010001100100
111_110110110110 000_100011111110 111_111111101110 000_101101011111
000_010001001010 111_111010101000 000_011111010010 111_110000011010

000_100010001100 000_110101101110 111_011110000010 000_100111101100
111_001011110110 111_000111001101 111_010111111000 000_111000010110
000_100110110100 111_011000010111 000_100001000001 000_101100000011
111_000110011011 111_011010010111 000_110100111111 000_101000010101

000_011111100110 111_010111101100 111_011110000001 000_101011100011
000_000111100111 000_100010010001 111_011011001000 111_011000001001
111_010101111101 000_111111111000 000_000100100101 000_001001001000
111_100000001010 000_110111001000 000_101110100010 000_000011011010

000_001001111011 000_000011100010 000_001111001100 111_010101111101
111_011110100000 000_100011111000 000_101111010011 000_000010010011
000_110001101100 000_010100100100 000_100110010010 111_111011010110
111_111010000011 111_001001001011 000_101110001101 111_010111011000

000_010111100110 111_001000111110 000_111001111001 111_110101000100
111_010111000111 000_010110101010 000_110101001011 000_000010101001
000_010011001011 000_110000100111 000_010100100000 000_001001001010
000_010110001111 000_101000101000 000_110101110101 000_100001001001

111_000011111110 000_000110001000 000_101111001111 111_100001000100
000_000110011000 111_001110001110 000_101010010001 111_110000010111
111_100110000001 000_100100110000 000_001101100111 000_110110000011
000_000000111111 111_011010111001 111_000101001000 111_111100010010

111_101111000010 111_000100101011 000_101110000110 000_100000101001
111_010100010010 000_110000111000 111_010110001110 111_111001100101
